record_id,group,role,case_pair,feed,campaign,measured_node_peak_GWd,measured_assembly_avg_GWd,node_over_assembly_ratio,computed_rodavg_max_GWd,rodavg_source,measured_node_over_rodavg_ratio,db_ratio_estimate_rodavg_GWd,db_ratio_estimate_note,verdict_80_rodavg_conditional
9637a172670e1ed64c20545b6d333b589a14ac6aa6307abbe2e367c0701e025f,calib_N1N2_f113,calibration,N1_N2,113,fpcamp_minfr_N1N2_f113,86.074,76.058,1.1317,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,79.069,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
e03299e3fa31f5d54b109623fa5ec7ef2560013832a8cf882dca3384bdc4fea9,calib_N1N2_f113,calibration,N1_N2,113,fpcamp_minfr_N1N2_f113,88.715,78.133,1.1354,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,81.495,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
83befc5b421233def1be672a5088841a926c2b9357565fb6ca1f1f0e70d1fa52,calib_N1N2_f113,calibration,N1_N2,113,feedgrid_t1_N1_N2_f113,91.296,79.527,1.148,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,83.866,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
1705db02db31b9aed13397247c698766051745a22ce1ec36689372fe7d368fe0,calib_L1L2_f113,calibration,L1_L2,113,alsearch_L1_L2_f113_frB,83.402,69.189,1.2054,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,76.614,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
46800866cc11b37b33dfe0be0cbab5a29397e5f505e2965692d4ac8d40b40eda,calib_L1L2_f113,calibration,L1_L2,113,alsearch_L1_L2_f113_frB,90.352,78.634,1.149,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,82.998,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
21ce00bb3bb79d92e3c669f2385f0f43f673e2094d1f29bcad72300690e37a18,calib_L1L2_f113,calibration,L1_L2,113,fill_5.25-5.5_f113,92.169,80.513,1.1448,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,84.667,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
a5fc88f47a53a1fea2f934555eec4589730bf1f9ecc80b54c43ffbb44b67dcb2,calib_G3G4_f113,calibration,G3_G4,113,alsearch_G3_G4_f113_frB,84.06,67.424,1.2467,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,77.218,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
dda0b6ef781f052e65d92e8f958537a331461bc041141c0ba8490038b31f0a88,calib_G3G4_f113,calibration,G3_G4,113,alsearch_G3_G4_f113_frB,90.704,76.996,1.178,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,83.322,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
baa9670172c950da0db1f6eeee22927a10d21baf6906bcea996d6ee84e0518e3,calib_G3G4_f113,calibration,G3_G4,113,alsearch_G3_G4_f113_frB,93.659,81.125,1.1545,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,86.036,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
753acfa39fcf6d9687c5a2919a9ab545659370dae6b0bbeeee6a85555556f194,calib_E1E2_f109,calibration,E1_E2,109,fpcamp_minfr_E1E2_f109,77.445,63.122,1.2269,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,71.142,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
34788aca34c2b7c03ea408155e73c56a0bb92185efb7ea67b79fd80ea02f7cc7,calib_E1E2_f109,calibration,E1_E2,109,fpcamp_minfr_E1E2_f109,80.7,69.488,1.1614,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,74.132,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
ea0a0ccf0c59867490e1d9c4263737c2045845247dbdd4339c41e9774ca0d14c,calib_E1E2_f109,calibration,E1_E2,109,fpcamp_minfr_E1E2_f109,82.267,71.679,1.1477,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,75.571,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
78b809b862eecd9a49b3bc61ddf53ca36ab47fdc2a12ecb3d4b92fd263f953b3,calib_E1E2_f109,calibration,E1_E2,109,fpcamp_minfr_E1E2_f109,82.408,72.436,1.1377,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,75.701,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
da556a44a73f52eee1fa027e09e862cd0078b18f02fab0e580b6f389d2584840,calib_E1E2_f109,calibration,E1_E2,109,fpcamp_minfr_E1E2_f109,86.293,76.173,1.1329,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,79.27,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
80cb2e7b93e529da41dd4657f4bcae19d0540306d90fb4704c4a8b78276716ba,calib_K1K2_f109,calibration,K1_K2,109,feedgrid_t1_K1_K2_f109,83.31,69.456,1.1995,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,76.529,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
0c1792ca0ee6de18563a019483af437a82a804ec3f5d4e10eba0e35ad3beed50,calib_K1K2_f109,calibration,K1_K2,109,feedgrid_t1_K1_K2_f109,88.346,73.749,1.1979,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,81.156,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
e89822d9d675332d4e2c144154a141666b4d7165585d5409e281484aed6c68ca,calib_K1K2_f109,calibration,K1_K2,109,feedgrid_t1_K1_K2_f109,90.257,78.974,1.1429,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,82.911,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
dda89ecece034ea70ada4cfa8777064ad8f398c74ad1caac94869de7dba6602e,calib_L1L2_f109,calibration,L1_L2,109,5.25-5.5_f109,76.457,65.709,1.1636,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,70.234,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
7115ed36c615760972ecde5ff853edc899b0046c672da933c8fdab19132f19ca,calib_N1N2_f109,calibration,N1_N2,109,5.25-5.5_f109,85.387,73.612,1.16,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,78.437,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
a7ae75110f90dc86afaf293d29016fb94f931c63056c02380f7c84dffd3a6740,calib_G3G4_f109,calibration,G3_G4,109,5.5-5.75_f109,88.763,72.688,1.2212,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,81.539,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
8b9acbcda6c73a37d3c3b2842daf1ea350f966f0d34bcdd9cbfc6b301950e3dc,HGD569_f125_2type,delivery,P6253Z1G06N24_P6253Z2G10N24,125,fpcamp_minfr_hgd569_f125,75.471,64.825,1.1642,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.328,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
0884517be24779d60c0833cf69c376478052e83773d5b0ee0a498c79786aca5a,HGD569_f125_2type,delivery,P6253Z1G06N24_P6253Z2G10N24,125,fpcamp_minfr_hgd569_f125,75.843,64.482,1.1762,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.67,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
d9cf666de32296f9fee1304b17ab8f2f4b3bdf74181cfe3547442e78f4fd733c,HGD569_f125_2type,delivery,P6253Z1G06N24_P6253Z2G10N24,125,fpcamp_minfr_hgd569_f125,76.494,66.27,1.1543,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,70.268,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
9d28d004ced13934875409118c5e6ff26f7f9c01d4d763667ffa852acfed798b,HGD569_f125_2type,delivery,P6253Z1G06N24_P6253Z2G10N24,125,fpcamp_minfr_hgd569_f125,75.98,64.594,1.1763,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.796,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
3b9d9cc2e0907893e631c09a92b7c2c57910ca835741839b0e86efb60182a4e0,HGD569_f125_2type,delivery,P6253Z1G06N24_P6253Z2G10N24,125,fpcamp_minfr_hgd569_f125,75.722,65.787,1.151,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.559,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
852d233d5421d5bc81a7b9a9c23bbd694c0e30f19aa73a6d46a1e307ba19bf77,HGD569_f125_3type,delivery,P6253Z1G06N24_P6253Z2G10N20_P6253Z2G10N24,125,fpcamp_minfr_triple_f125,74.378,64.445,1.1541,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,68.324,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
ea5f105ef08a8fc25fb11fdff0779212a8d2b048c4fe897a1d9c6b30845e3be8,HGD569_f125_3type,delivery,P6253Z1G06N24_P6253Z2G10N20_P6253Z2G10N24,125,fpcamp_minfr_triple_f125,74.156,64.23,1.1545,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,68.121,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
0ecd683ed9402e89695bc2771ecd86d73c9361d1045e2b09f21b1bb664b79299,HGD569_f125_3type,delivery,P6253Z1G06N24_P6253Z2G10N20_P6253Z2G10N24,125,fpcamp_minfr_triple_f125,75.501,64.912,1.1631,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.356,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
72895ec55e16943b7421b760339107fa87b106587978f723ab09b466c03378e7,HGD569_f125_3type,delivery,P6253Z1G06N24_P6253Z2G10N20_P6253Z2G10N24,125,fpcamp_minfr_triple_f125,75.48,64.849,1.1639,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.337,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
66a9a1bcea743bf7d1f5f8598bf293ebc02a552aee079d073a411cd2256f681c,HGD569_f125_3type,delivery,P6253Z1G06N24_P6253Z2G10N20_P6253Z2G10N24,125,fpcamp_minfr_triple_f125,75.582,64.937,1.1639,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,69.43,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
2ad9de110b1d8464e65eb73c3de98b1b560575e2a8e501a58ab47a57c0a34583,N1N2_f113_pin_reverify,delivery,N1_N2,113,fpcamp_minfr_N1N2_f113_pin,84.202,68.824,1.2234,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,77.349,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
6de15f03c5b6afffc4be201a94e0d0a263ce81dac84ed0ff3185937e3e573d1e,N1N2_f113_pin_reverify,delivery,N1_N2,113,fpcamp_minfr_N1N2_f113_pin,83.849,69.709,1.2028,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,77.025,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
5c077310d891f6ca9c3c6aa33ec52e94c9c9774bfb3349e967b2dfff101cf06b,N1N2_f113_pin_reverify,delivery,N1_N2,113,fpcamp_minfr_N1N2_f113_pin,84.172,69.516,1.2108,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,77.321,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
817f32c7de0ce4e94be855c6373f10424e753d4d2d34fdc57ebf5d399c10a5eb,N1N2_f113_pin_reverify,delivery,N1_N2,113,fpcamp_minfr_N1N2_f113_pin,82.983,69.379,1.1961,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,76.229,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
e36f10d2b3ad8b699f5694616e3e301620db4f8598caf9a2f6b99d2a25d6e301,N1N2_f113_pin_reverify,delivery,N1_N2,113,fpcamp_minfr_N1N2_f113_pin,84.242,69.595,1.2105,,MAS_PPI_PURGED_0_OF_49_SURVIVE,,77.386,"ESTIMATE ONLY -- DB population axial coefficient 1.0886, NOT an independent measurement",VOID (M1 undefined AND M2 unmeasurable)
